"Scientific.Names","Common.Names","Genus","Family","Latitude","Longitude"
"Hermas villosa","","Hermas","Apiaceae","-33.972617","18.416014"
"Hermas villosa","","Hermas","Apiaceae","-33.970583","18.419817"
"Hermas villosa","","Hermas","Apiaceae","-33.9749","18.420656"
"Hermas villosa","","Hermas","Apiaceae","-33.97019","18.423103"
"Hermas villosa","","Hermas","Apiaceae","-33.971642","18.421636"
"Hermas villosa","","Hermas","Apiaceae","-33.978873","18.398157"
"Hermas villosa","","Hermas","Apiaceae","-33.978696","18.398454"
"Hermas villosa","","Hermas","Apiaceae","-33.979396","18.40964"
"Hermas villosa","","Hermas","Apiaceae","-33.978613","18.409597"
"Hermas villosa","","Hermas","Apiaceae","-33.97813","18.411013"
"Hermas villosa","","Hermas","Apiaceae","-33.978277","18.411116"
"Hermas villosa","","Hermas","Apiaceae","-33.976553","18.411932"
"Hermas villosa","Hairy Tinderleaf","Hermas","Apiaceae","-33.9771375","18.41978455"
"Hermas villosa","Hairy Tinderleaf","Hermas","Apiaceae","-33.97737778","18.41954236"
"Hermas villosa","Hairy Tinderleaf","Hermas","Apiaceae","-33.9771375","18.41978455"
"Hermas villosa","","Hermas","Apiaceae","-33.976124","18.420709"
"Hermas villosa","","Hermas","Apiaceae","-33.976793","18.420357"
"Hermas villosa","","Hermas","Apiaceae","-33.976729","18.420579"
"Hermas villosa","","Hermas","Apiaceae","-33.979511","18.436495"
"Hermas villosa","","Hermas","Apiaceae","-33.98145","18.384948"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.95151738270577","18.456256846095194"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.95151375650226","18.456165378494944"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.95143534738608","18.45633126589588"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.95006501640591","18.454235359172575"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.9498701362588","18.453818550704252"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.94930937219152","18.4532312732968"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.94939699182059","18.453865025894764"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.949884825359725","18.452187614061014"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.94913994102997","18.453402035039197"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.948792107347856","18.45376992152444"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.9485164645524","18.453916284964805"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.94804393196895","18.45357608886017"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.94805049493946","18.453722452300536"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.94769281230867","18.45409429455444"
"Leucadendron argenteum","Silvertree","Leucadendron","Proteaceae","-33.94784374861964","18.45368637541986"
"Leucadendron argenteum","Silvertree","Leucadendron","Proteaceae","-33.94798783758914","18.453601698488196"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.94576200815215","18.425553999318808"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.94568289401874","18.425656249537663"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.94533952151534","18.426329724536842"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.94536725236276","18.426217642566172"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.94576302320776","18.42660898305265"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.95006338740836","18.451689309109874"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.95017199370363","18.452262397601057"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.950059576658646","18.452241725070316"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.9496603996805","18.45107832097899"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.94967850082505","18.450933613263782"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.949595616605315","18.451011709491038"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.95098152145113","18.45514229045446"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.95042155790015","18.454823110828624"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.95165408149798","18.45524134620041"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.951857978742744","18.457325185596662"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.95499854324374","18.4565474145544"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.9551537425536","18.455406439110323"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.95487377496585","18.4551349529918"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.956042350955144","18.454004543642725"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.95577462967853","18.454135598324722"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.956275034199244","18.453728354023646"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.93821058405913","18.392513345194853"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.9382525495115","18.39266509338312"
"Leucadendron argenteum","Silvertree","Leucadendron","Proteaceae","-33.93768373507373","18.391567519136935"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.93891800739009","18.390275596312527"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.93907609738118","18.390338531659857"
"Leucadendron argenteum","Silvertree","Leucadendron","Proteaceae","-34.00212362050309","18.41971709121396"
"Leucadendron argenteum","Silvertree","Leucadendron","Proteaceae","-34.002231348841356","18.420199263668636"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-34.00547163999271","18.41652312615958"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.99619923974588","18.422972810970847"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.98791435848652","18.423130635268326"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-33.96276471490996","18.445587342886288"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-34.00536946682877","18.41662493501865"
"Leucadendron argenteum","Silver Tree","Leucadendron","Proteaceae","-34.00523996734212","18.418048221421216"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.937599","18.453491"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.949372","18.422875"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.946369","18.429341"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.946022","18.438155"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.946896","18.445532"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.94763","18.447029"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.94852","18.448737"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.948853","18.450494"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.954602","18.426608"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.957866","18.429166"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.957988","18.427495"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.957935","18.433255"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.955038","18.430958"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.957052","18.430225"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.955993","18.451779"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.957653","18.453373"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.95884","18.455083"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.960283","18.45052"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.97488","18.392069"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.971847","18.391836"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.974789","18.400173"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.974419","18.402766"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.97983","18.387141"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.977256","18.390091"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.982555","18.383847"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.983743","18.382948"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.983278","18.383396"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.980497","18.386066"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.981342","18.392338"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.983854","18.391474"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.98317","18.415945"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.988789","18.378526"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.987366","18.37924"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.98706","18.392822"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.986265","18.392221"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.989311","18.391486"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.9918","18.373057"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.991353","18.37482"
"Leucadendron xanthoconus","Sickleleaf Conebush","Leucadendron","Proteaceae","-33.99112255","18.37911543"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.992981","18.378438"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.993745","18.41668"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.998925","18.356397"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.998624","18.40856"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.996186","18.413334"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.999129","18.412866"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.995413","18.417762"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-33.995343","18.418562"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-34.003281","18.355774"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-34.001062","18.355095"
"Leucadendron xanthoconus","","Leucadendron","Proteaceae","-34.000492","18.355988"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-33.973889","18.437222"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-33.982997","18.450306"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-33.989024","18.424084"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-33.988303","18.42368"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-33.988385","18.42397"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-33.994195","18.402445"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-33.999245","18.412862"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-33.999336","18.413101"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-33.998914","18.411855"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-33.999447","18.419894"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-33.998371","18.416695"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.001679","18.399885"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.002879","18.39998"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.003047","18.408506"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.004665","18.407573"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.000033","18.410933"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.000144","18.41085"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.000554","18.412177"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.002788","18.452061"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.002451","18.451111"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.003083","18.453063"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.008822","18.354828"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.009014","18.35273"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.008717","18.366158"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.007808","18.378175"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.005347","18.381512"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.005499","18.381207"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.005819","18.404484"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.005495","18.408309"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.005507","18.408208"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.005207","18.418146"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.005503","18.41651"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.00513","18.418379"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.012939","18.364503"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.019119","18.386166"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.018616","18.386101"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.020305","18.381441"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.02013","18.397555"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.020472","18.396489"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.020238","18.397071"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.023327","18.401421"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.02326","18.40133"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.023453","18.401317"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.028292","18.3925"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.029985","18.390773"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.032796","18.389108"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.038817","18.3756"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.036776","18.392269"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.035096","18.39957"
"Leucospermum conocarpodendron viridum","","Leucospermum","Proteaceae","-34.041536","18.329624"
"Liparia splendens splendens","","Liparia","Fabaceae","-33.941239","18.394633"
"Liparia splendens splendens","","Liparia","Fabaceae","-33.983483","18.402902"
"Liparia splendens splendens","","Liparia","Fabaceae","-33.983523","18.432282"
"Liparia splendens splendens","","Liparia","Fabaceae","-33.988546","18.393377"
"Liparia splendens splendens","","Liparia","Fabaceae","-33.988764","18.393251"
"Liparia splendens splendens","","Liparia","Fabaceae","-33.98814","18.427363"
"Liparia splendens splendens","","Liparia","Fabaceae","-33.9889","18.429213"
"Liparia splendens splendens","","Liparia","Fabaceae","-33.98868","18.429464"
"Liparia splendens splendens","Orange Mountain Dahlia","Liparia","Fabaceae","-33.993843","18.412234"
"Liparia splendens splendens","","Liparia","Fabaceae","-33.993145","18.412105"
"Liparia splendens splendens","","Liparia","Fabaceae","-33.994166","18.411044"
"Liparia splendens splendens","","Liparia","Fabaceae","-33.993236","18.415542"
"Liparia splendens splendens","","Liparia","Fabaceae","-33.993256","18.415508"
"Liparia splendens splendens","","Liparia","Fabaceae","-33.992542","18.420942"
"Liparia splendens splendens","","Liparia","Fabaceae","-33.992687","18.420683"
"Liparia splendens splendens","","Liparia","Fabaceae","-33.992479","18.421251"
"Liparia splendens splendens","Orange Mountain Dahlia","Liparia","Fabaceae","-33.990295","18.42948"
"Liparia splendens splendens","","Liparia","Fabaceae","-33.996119","18.409807"
"Liparia splendens splendens","","Liparia","Fabaceae","-33.999757","18.412276"
"Liparia splendens splendens","","Liparia","Fabaceae","-33.997328","18.412089"
"Liparia splendens splendens","","Liparia","Fabaceae","-33.999608","18.412475"
"Liparia splendens splendens","","Liparia","Fabaceae","-33.995252","18.417089"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.002166","18.409439"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.0017","18.409783"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.002092","18.409342"
"Liparia splendens splendens","Orange Mountain Dahlia","Liparia","Fabaceae","-34.00064753","18.41049937"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.000883","18.410338"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.004885","18.417962"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.002875","18.421671"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.008732","18.37305"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.008764","18.373062"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.008735","18.37294"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.005494","18.38122"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.005357","18.381411"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.009326","18.403738"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.005202","18.406773"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.006286","18.405621"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.005137","18.406477"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.019699","18.357325"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.024787","18.395388"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.024368","18.400789"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.02504","18.395809"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.034917","18.389017"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.034908","18.388942"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.03499","18.389009"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.039271","18.372051"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.039034","18.373684"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.03997","18.372093"
"Liparia splendens splendens","","Liparia","Fabaceae","-34.037797","18.378667"
"Liparia splendens splendens","Orange Mountain Dahlia","Liparia","Fabaceae","-34.05354323","18.42801698"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-33.97925","18.409962"
"Mimetes fimbriifolius","Tree Pagoda","Mimetes","Proteaceae","-33.9808095","18.38497075"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-33.98093","18.385394"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-33.98277","18.417176"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-33.993452","18.374111"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-33.993931","18.37756"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-33.993485","18.378002"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-33.992182","18.379087"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-33.994498","18.410891"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-33.994688","18.410678"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-33.994966","18.413009"
"Mimetes fimbriifolius","Tree Pagoda","Mimetes","Proteaceae","-33.99801333","18.40902167"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.00195","18.364258"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.001152","18.361676"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.001045","18.367462"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.027167","18.393144"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.027115","18.39344"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.034698","18.379868"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.033825","18.376229"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.034726","18.379997"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.034728","18.380064"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.035142","18.33307"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.03519","18.333716"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.035281","18.3333"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.036311","18.379386"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.037431","18.379254"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.03882","18.375665"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.035317","18.381698"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.036386","18.383457"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.035972","18.382749"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.03706","18.385151"
"Mimetes fimbriifolius","Tree Pagoda","Mimetes","Proteaceae","-34.04122542","18.31805992"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.054328","18.3858"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.056473","18.370357"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.068633","18.385227"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.065517","18.389636"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.068669","18.385146"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.073332","18.386677"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.072931","18.398694"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.073349","18.402321"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.073152","18.402753"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.074692","18.401243"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.076653","18.36793"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.076146","18.372188"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.076338","18.386321"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.079547","18.398309"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.077231","18.406173"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.082417","18.362375"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.082843","18.400505"
"Mimetes fimbriifolius","","Mimetes","Proteaceae","-34.080219","18.405978"
"Mimetes hirtus","","Mimetes","Proteaceae","-34.054014","18.427674"
"Mimetes hirtus","","Mimetes","Proteaceae","-34.054055","18.427575"
"Mimetes hirtus","","Mimetes","Proteaceae","-34.05411","18.42775"
"Mimetes hirtus","","Mimetes","Proteaceae","-34.07506","18.395505"
"Mimetes hirtus","","Mimetes","Proteaceae","-34.075027","18.395445"
"Mimetes hirtus","Marsh Pagoda","Mimetes","Proteaceae","-34.09440316","18.40447559"
"Mimetes hirtus","Marsh Pagoda","Mimetes","Proteaceae","-34.09486389","18.404747"
"Mimetes hirtus","","Mimetes","Proteaceae","-34.094547","18.40468"
"Mimetes hirtus","Marsh Pagoda","Mimetes","Proteaceae","-34.09471418","18.40504217"
"Mimetes hirtus","","Mimetes","Proteaceae","-34.094513","18.405015"
"Mimetes hirtus","","Mimetes","Proteaceae","-34.092444","18.422762"
"Mimetes hirtus","","Mimetes","Proteaceae","-34.094169","18.421705"
"Mimetes hirtus","","Mimetes","Proteaceae","-34.094079","18.421799"
